"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"6278","TRANSTORNOS DA MENOPAUSA OU POS-MENOPAUSA NCOP",,"ICD9","TRANSTORNOS DA MENOPAUSA OU POS-MENOPAUSA NCOP","627",""
"628","INFERTILIDADE FEMININA",,"ICD9","INFERTILIDADE FEMININA","58",""
"6281","INFERTILIDADE FEMININA DE ORIGEM HIPOTALAMO - HIPOFISARIA",,"ICD9","INFERTILIDADE FEMININA DE ORIGEM HIPOTALAMO - HIPOFISARIA","628",""
"1889","TUMOR MALIGNO DA BEXIGA URINARIA SOE",,"ICD9","TUMOR MALIGNO DA BEXIGA URINARIA SOE","188",""
"193","NEOPLASIA MALIGNA DA GLANDULA TIREOIDE",,"ICD9","NEOPLASIA MALIGNA DA GLANDULA TIREOIDE","14",""
"1940","NEOPLASIA MALIGNA DA GLANDULA SUPRA-RENAL",,"ICD9","NEOPLASIA MALIGNA DA GLANDULA SUPRA-RENAL","194",""
"1950","NEOPLASIA MALIGNA DA CABECA, FACE E PESCOCO, NCOP",,"ICD9","NEOPLASIA MALIGNA DA CABECA, FACE E PESCOCO, NCOP","195",""
"196","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPECIF. DOS GANGLIOS LINFATICOS",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPECIF. DOS GANGLIOS LINFATICOS","14",""
"1882","TUMOR MALIGNO DA PAREDE LATERAL DA BEXIGA URINARIA",,"ICD9","TUMOR MALIGNO DA PAREDE LATERAL DA BEXIGA URINARIA","188",""
"1883","TUMOR MALIGNO DA PAREDE ANTERIOR DA BEXIGA URINARIA",,"ICD9","TUMOR MALIGNO DA PAREDE ANTERIOR DA BEXIGA URINARIA","188",""
"1885","TUMOR MALIGNO DO COLO DA BEXIGA URINARIA",,"ICD9","TUMOR MALIGNO DO COLO DA BEXIGA URINARIA","188",""
"1982","NEOPLASIA MALIGNA SECUNDARIA DA PELE",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA DA PELE","198",""
"1984","NEOPLASIA MALIGNA SECUNDARIA DO SISTEMA NERVOSO, NCOP",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA DO SISTEMA NERVOSO, NCOP","198",""
"1988","NEOPLASIA MALIGNA SECUNDARIA DE LOCALIZACAO NCOP",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA DE LOCALIZACAO NCOP","198",""
"19889","NEOPLASIA MALIGNA SECUNDARIA DE LOCALIZACAO NCOP",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA DE LOCALIZACAO NCOP","1988",""
"1921","TUMOR MALIGNO DAS MENINGES ENCEFALICAS",,"ICD9","TUMOR MALIGNO DAS MENINGES ENCEFALICAS","192",""
"1923","TUMOR MALIGNO DAS MENINGES ESPINHAIS",,"ICD9","TUMOR MALIGNO DAS MENINGES ESPINHAIS","192",""
"1929","TUMOR MALIGNO DO SISTEMA NERVOSO LNE",,"ICD9","TUMOR MALIGNO DO SISTEMA NERVOSO LNE","192",""
"1969","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPECIF. GANGL.LINFAT. LOCAL N/ESPE",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPECIF. GANGL.LINFAT. LOCAL N/ESPE","196",""
"36619","FORMAS COMBINADAS OU NCOP DE CATARATA SENIL",,"ICD9","FORMAS COMBINADAS OU NCOP DE CATARATA SENIL","3661",""
"36620","CATARATA TRAUMATICA SOE",,"ICD9","CATARATA TRAUMATICA SOE","3662",""
"36622","CATARATA TRAUMATICA TOTAL",,"ICD9","CATARATA TRAUMATICA TOTAL","3662",""
"36559","GLAUCOMA ASSOCIADO A ALTERACOES DO CRISTALINO NCOP",,"ICD9","GLAUCOMA ASSOCIADO A ALTERACOES DO CRISTALINO NCOP","3655",""
"36560","GLAUCOMA ASSOCIADO A ALTERACOES OCULARES SOE",,"ICD9","GLAUCOMA ASSOCIADO A ALTERACOES OCULARES SOE","3656",""
"36562","GLAUCOMA ASSOCIADO A INFLAMACOES OCULARES",,"ICD9","GLAUCOMA ASSOCIADO A INFLAMACOES OCULARES","3656",""
"36563","GLAUCOMA ASSOCIADO A ALTERACOES VASCULARES",,"ICD9","GLAUCOMA ASSOCIADO A ALTERACOES VASCULARES","3656",""
"36565","GLAUCOMA ASSOCIADO A TRAUMATISMO DO GLOBO OCULAR",,"ICD9","GLAUCOMA ASSOCIADO A TRAUMATISMO DO GLOBO OCULAR","3656",""
"36630","CATARATA COMPLICADA SOE",,"ICD9","CATARATA COMPLICADA SOE","3663",""
"36641","CATARATA DIABETICA",,"ICD9","CATARATA DIABETICA","3664",""
"36653","POS-CATARATA NCOP COM VISAO OBSCURA",,"ICD9","POS-CATARATA NCOP COM VISAO OBSCURA","3665",""
"3668","CATARATAS NCOP",,"ICD9","CATARATAS NCOP","366",""
"3670","HIPERMETROPIA",,"ICD9","HIPERMETROPIA","367",""
"3671","MIOPIA",,"ICD9","MIOPIA","367",""
"36721","ASTIGMATISMO REGULAR",,"ICD9","ASTIGMATISMO REGULAR","3672",""
"36789","TRANSTORNOS DA REFRACCAO E ACOMODACAO NCOP",,"ICD9","TRANSTORNOS DA REFRACCAO E ACOMODACAO NCOP","3678",""
"3682","DIPLOPIA",,"ICD9","DIPLOPIA","368",""
"V443","STATUS DE COLOSTOMIA",,"ICD9","STATUS DE COLOSTOMIA","V44",""
"V540","CUIDADOS - SEGUIMENTO NA REMOCAO DE PLACAS OU OUTROS MEIOS INTERNOS FIXACAO FRAC",,"ICD9","CUIDADOS - SEGUIMENTO NA REMOCAO DE PLACAS OU OUTROS MEIOS INTERNOS FIXACAO FRAC","V54",""
"6288","INFERTILIDADE FEMININA DE ORIGEM ESPECIFICADA NCOP",,"ICD9","INFERTILIDADE FEMININA DE ORIGEM ESPECIFICADA NCOP","628",""
"6289","INFERTILIDADE FEMININA DE ORIGEM NAO ESPECIFICADA",,"ICD9","INFERTILIDADE FEMININA DE ORIGEM NAO ESPECIFICADA","628",""
"6291","HIDROCELO DO CANAL DE NUCK",,"ICD9","HIDROCELO DO CANAL DE NUCK","629",""
"6298","TRANSTORNOS NCOP DOS ORGAOS GENITAIS FEMININOS",,"ICD9","TRANSTORNOS NCOP DOS ORGAOS GENITAIS FEMININOS","629",""
"6329","ABORTO RETIDO",,"ICD9","ABORTO RETIDO","632",""
"6270","MENORRAGIA PRE-MENOPAUSICA",,"ICD9","MENORRAGIA PRE-MENOPAUSICA","627",""
"2008","LINFOMAS MALIGNOS NCOP",,"ICD9","LINFOMAS MALIGNOS NCOP","200",""
"20191","DOENCA DE HODGKIN N/ESPECIFICADA, GANGLIOS LINFATICOS CABECA, FACE E PESCOCO",,"ICD9","DOENCA DE HODGKIN N/ESPECIFICADA, GANGLIOS LINFATICOS CABECA, FACE E PESCOCO","2019",""
"2020","LIMFOMA NODULAR",,"ICD9","LIMFOMA NODULAR","202",""
"20201","LINFOMA NODULAR, GANGLIOS LINFATICOS DA CABECA, FACE E PESCOCO",,"ICD9","LINFOMA NODULAR, GANGLIOS LINFATICOS DA CABECA, FACE E PESCOCO","2020",""
"37000","ULCERA DA CORNEA SOE",,"ICD9","ULCERA DA CORNEA SOE","3700",""
"37003","ULCERA DA CORNEA -CENTRAL",,"ICD9","ULCERA DA CORNEA -CENTRAL","3700",""
"37006","ULCERA DA CORNEA PERFURADA",,"ICD9","ULCERA DA CORNEA PERFURADA","3700",""
"37033","CERATOCONJUNTIVITE SECA NAO ESPECIFICADA COMO DE SJOGREN",,"ICD9","CERATOCONJUNTIVITE SECA NAO ESPECIFICADA COMO DE SJOGREN","3703",""
"37101","OPACIDADE MINIMA DA CORNEA",,"ICD9","OPACIDADE MINIMA DA CORNEA","3710",""
"37103","OPACIDADE CENTRAL DA CORNEA",,"ICD9","OPACIDADE CENTRAL DA CORNEA","3710",""
"37157","DISTROFIA ENDOTELIAL DA CORNEA",,"ICD9","DISTROFIA ENDOTELIAL DA CORNEA","3715",""
"37160","CERATOCONE SOE",,"ICD9","CERATOCONE SOE","3716",""
"37162","CERATOCONE HIDROPISIA AGUDA",,"ICD9","CERATOCONE HIDROPISIA AGUDA","3716",""
"37172","DESCEMETOCELE",,"ICD9","DESCEMETOCELE","3717",""
"3718","TRANSTORNOS DA CORNEA NCOP",,"ICD9","TRANSTORNOS DA CORNEA NCOP","371",""
"37020","CERATITE SUPERFICIAL SOE",,"ICD9","CERATITE SUPERFICIAL SOE","3702",""
"37242","PTERIGIO PERIFERICO PROGRESSIVO",,"ICD9","PTERIGIO PERIFERICO PROGRESSIVO","3724",""
"37244","PTERIGIO DUPLO",,"ICD9","PTERIGIO DUPLO","3724",""
"37251","PINGUECULA",,"ICD9","PINGUECULA","3725",""
"37122","EDEMA DA CORNEA SECUNDARIO",,"ICD9","EDEMA DA CORNEA SECUNDARIO","3712",""
"37410","ECTROPIO SOE",,"ICD9","ECTROPIO SOE","3741",""
"37431","PTOSE PARALITICA DA PALPEBRA",,"ICD9","PTOSE PARALITICA DA PALPEBRA","3743",""
"37433","PTOSE MECANICA DA PALPEBRA",,"ICD9","PTOSE MECANICA DA PALPEBRA","3743",""
"3719","TRANSTORNO DA CORNEA SOE",,"ICD9","TRANSTORNO DA CORNEA SOE","371",""
"3732","CHALAZIO",,"ICD9","CHALAZIO","373",""
"3738","INFLAMACOES DAS PALPEBRAS NCOP",,"ICD9","INFLAMACOES DAS PALPEBRAS NCOP","373",""
"37401","ENTROPIO SENIL",,"ICD9","ENTROPIO SENIL","3740",""
"37402","ENTROPIO MECANICO",,"ICD9","ENTROPIO MECANICO","3740",""
"37405","TRIQUIASE SEM ENTROPIO",,"ICD9","TRIQUIASE SEM ENTROPIO","3740",""
"20205","LINFOMA NODULAR, GANGLIOS LINFATICOS DA REG.INGUINAL E MEMBRO INFER.",,"ICD9","LINFOMA NODULAR, GANGLIOS LINFATICOS DA REG.INGUINAL E MEMBRO INFER.","2020",""
"20206","LINFOMA NODULAR, GANGLIOS LINFATICOS INTRA-PELVICOS",,"ICD9","LINFOMA NODULAR, GANGLIOS LINFATICOS INTRA-PELVICOS","2020",""
"20207","LINFOMA NODULAR, BACO",,"ICD9","LINFOMA NODULAR, BACO","2020",""
"20284","LINFOMA NCOP, GANGLIOS LINFATICOS DA AXILA E MEMBRO SUPERIOR",,"ICD9","LINFOMA NCOP, GANGLIOS LINFATICOS DA AXILA E MEMBRO SUPERIOR","2028",""
"20287","LINFOMA NCOP, DO BACO",,"ICD9","LINFOMA NCOP, DO BACO","2028",""
"2101","NEOPLASIA BENIGNA DA LINGUA",,"ICD9","NEOPLASIA BENIGNA DA LINGUA","210",""
"2028","LINFOMAS NCOP",,"ICD9","LINFOMAS NCOP","202",""
"20280","LINFOMA NCOP, LOCAL NAO ESPECIFICADO, EXTRA-GANGLIONAR, OU ORGAO SOLIDO",,"ICD9","LINFOMA NCOP, LOCAL NAO ESPECIFICADO, EXTRA-GANGLIONAR, OU ORGAO SOLIDO","2028",""
"2130","NEOPLASIA BENIGNA DO OSSOS DO CRANEO E DA FACE",,"ICD9","NEOPLASIA BENIGNA DO OSSOS DO CRANEO E DA FACE","213",""
"20295","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINF. REGIAO INGUINAL MEMBRO I",,"ICD9","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINF. REGIAO INGUINAL MEMBRO I","2029",""
"20297","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - BACO",,"ICD9","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - BACO","2029",""
"2041","LEUCEMIA LINFOIDE CRONICA",,"ICD9","LEUCEMIA LINFOIDE CRONICA","204",""
"2158","NEOPLASIA BENIGNA DO TEC.CONJUNTIVO OU TECIDOS MOLES, LOCAL NCOP",,"ICD9","NEOPLASIA BENIGNA DO TEC.CONJUNTIVO OU TECIDOS MOLES, LOCAL NCOP","215",""
"37311","HORDEOLO EXTERNO",,"ICD9","HORDEOLO EXTERNO","3731",""
"37456","TRANSTORNOS DEGENERATIVOS DA PELE NCOP AFECTANDO A PALPEBRA",,"ICD9","TRANSTORNOS DEGENERATIVOS DA PELE NCOP AFECTANDO A PALPEBRA","3745",""
"37484","QUISTOS DA PALPEBRA",,"ICD9","QUISTOS DA PALPEBRA","3748",""
"37489","TRANSTORNOS DA PALPEBRA NCOP",,"ICD9","TRANSTORNOS DA PALPEBRA NCOP","3748",""
"3749","ALTERACAO DA PALPEBRA, NAO ESPECIFICADA",,"ICD9","ALTERACAO DA PALPEBRA, NAO ESPECIFICADA","374",""
"3752","EPIFORA",,"ICD9","EPIFORA","375",""
"37521","EPIFORA DEVIDO A EXCESSO DE LACRIMACAO",,"ICD9","EPIFORA DEVIDO A EXCESSO DE LACRIMACAO","3752",""
"37274","ANORMALIDADES VASCULARES DA CONJUNTIVA (OCULAR)",,"ICD9","ANORMALIDADES VASCULARES DA CONJUNTIVA (OCULAR)","3727",""
"3729","ALTERACAO NAO ESPECIFICADA DA CONJUNTIVA (OCULAR)",,"ICD9","ALTERACAO NAO ESPECIFICADA DA CONJUNTIVA (OCULAR)","372",""
"37452","HIPERPIGMENTACAO DA PALPEBRA",,"ICD9","HIPERPIGMENTACAO DA PALPEBRA","3745",""
"37603","OSTEOMIELITE ORBITAL",,"ICD9","OSTEOMIELITE ORBITAL","3760",""
"37612","MIOSITE DA ORBITA",,"ICD9","MIOSITE DA ORBITA","3761",""
"37441","RETRACAO DA PALPEBRA",,"ICD9","RETRACAO DA PALPEBRA","3744",""
"37450","TRANSTORNOS DEGENERATIVOS DA PALPEBRA SOE",,"ICD9","TRANSTORNOS DEGENERATIVOS DA PALPEBRA SOE","3745",""
"37451","XANTELASMA",,"ICD9","XANTELASMA","3745",""
"37532","DACRIOCISTITE AGUDA",,"ICD9","DACRIOCISTITE AGUDA","3753",""
"37541","CANALICULITE CRONICA",,"ICD9","CANALICULITE CRONICA","3754",""
"37542","DACRIOCISTITE CRONICA",,"ICD9","DACRIOCISTITE CRONICA","3754",""
"37552","ESTENOSE DO PONTO LACRIMAL",,"ICD9","ESTENOSE DO PONTO LACRIMAL","3755",""
"37681","QUISTO DA ORBITA",,"ICD9","QUISTO DA ORBITA","3768",""
"37773","TRANSTORNOS DO CORTEX VISUAL ASSOCIADOS A TRANSTORNOS INFLAMATORIOS",,"ICD9","TRANSTORNOS DO CORTEX VISUAL ASSOCIADOS A TRANSTORNOS INFLAMATORIOS","3777",""
"37800","ESOTROPIA SOE",,"ICD9","ESOTROPIA SOE","3780",""
"37801","ESOTROPIA MONOCULAR",,"ICD9","ESOTROPIA MONOCULAR","3780",""
"37802","ESOTROPIA MONOCULAR DE TIPO A",,"ICD9","ESOTROPIA MONOCULAR DE TIPO A","3780",""
"37803","ESOTROPIA MONOCULAR DE TIPO V",,"ICD9","ESOTROPIA MONOCULAR DE TIPO V","3780",""
"37805","ESOTROPIA ALTERANTE",,"ICD9","ESOTROPIA ALTERANTE","3780",""
"37850","ESTRABISMO PARALITICO SOE",,"ICD9","ESTRABISMO PARALITICO SOE","3785",""
"37854","ESTRABISMO POR PARALISIA DO SEXTO PAR OU NERVO ABDUCENTE",,"ICD9","ESTRABISMO POR PARALISIA DO SEXTO PAR OU NERVO ABDUCENTE","3785",""
"642","HIPERTENSAO COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO",,"ICD9","HIPERTENSAO COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPERIO","63",""
"64100","PLACENTA PREVIA SEM HEMORRAGIA-N/ESPECIF. COMO EPISODIO TRAT./NAO APLICAV.",,"ICD9","PLACENTA PREVIA SEM HEMORRAGIA-N/ESPECIF. COMO EPISODIO TRAT./NAO APLICAV.","6410",""
"64103","PLACENTA PREVIA SEM HEMORRAGIA CONDICAO OU COMPLICACAO ANTEPARTO",,"ICD9","PLACENTA PREVIA SEM HEMORRAGIA CONDICAO OU COMPLICACAO ANTEPARTO","6410",""
"6424","PRE-ECLAMPSIA LEVE OU NAO ESPECIFICADA",,"ICD9","PRE-ECLAMPSIA LEVE OU NAO ESPECIFICADA","642",""
"64241","PRE-ECLAMPSIA LEVE OU N/ESPECIFICADA, PARTO REFERENC., C/OU S/CONDICAO ANTEPARTO",,"ICD9","PRE-ECLAMPSIA LEVE OU N/ESPECIFICADA, PARTO REFERENC., C/OU S/CONDICAO ANTEPARTO","6424",""
"2159","NEOPLASIA BENIGNA DO TEC.CONJUNTIVO OU TEC.MOLES DE LOCAL N/ESPECIFIC",,"ICD9","NEOPLASIA BENIGNA DO TEC.CONJUNTIVO OU TEC.MOLES DE LOCAL N/ESPECIFIC","215",""
"216","NEOPLASIA BENIGNA DA PELE",,"ICD9","NEOPLASIA BENIGNA DA PELE","14",""
"2160","NEOPLASIA BENIGNA DA PELE DO LABIO",,"ICD9","NEOPLASIA BENIGNA DA PELE DO LABIO","216",""
"2161","NEOPLASIA BENIGNA DA PELE DA PALPEBRA, INCLUINDO COMISSURAS",,"ICD9","NEOPLASIA BENIGNA DA PELE DA PALPEBRA, INCLUINDO COMISSURAS","216",""
"2162","NEOPLASIA BENIGNA DA PELE DA ORELHA E CANAL AUDITIVO EXTERNO",,"ICD9","NEOPLASIA BENIGNA DA PELE DA ORELHA E CANAL AUDITIVO EXTERNO","216",""
"2163","NEOPLASIA BENIGNA DA PELE DA FACE, LOCALIZACAO NCOP OU NAO ESPECIFICA",,"ICD9","NEOPLASIA BENIGNA DA PELE DA FACE, LOCALIZACAO NCOP OU NAO ESPECIFICA","216",""
"2164","NEOPLASIA BENIGNA DA PELE DE LOCALIZACAO NCOP OU NAO ESPECIFICADA",,"ICD9","NEOPLASIA BENIGNA DA PELE DE LOCALIZACAO NCOP OU NAO ESPECIFICADA","216",""
"2102","NEOPLASIA BENIGNA DAS GLANDULAS SALIVARES MAJOR",,"ICD9","NEOPLASIA BENIGNA DAS GLANDULAS SALIVARES MAJOR","210",""
"2103","NEOPLASIA BENIGNA DO PAVIMENTO DA BOCA",,"ICD9","NEOPLASIA BENIGNA DO PAVIMENTO DA BOCA","210",""
"2106","NEOPLASIA BENIGNA DA OROFARINGE, PARTES NCOP",,"ICD9","NEOPLASIA BENIGNA DA OROFARINGE, PARTES NCOP","210",""
"2113","NEOPLASIA BENIGNA DO COLON",,"ICD9","NEOPLASIA BENIGNA DO COLON","211",""
"2114","NEOPLASIA BENIGNA DO RETO E DO CANAL ANAL",,"ICD9","NEOPLASIA BENIGNA DO RETO E DO CANAL ANAL","211",""
"2223","TUMOR BENIGNO DO EPIDIDIMO",,"ICD9","TUMOR BENIGNO DO EPIDIDIMO","222",""
"2224","TUMOR BENIGNO DO ESCROTO",,"ICD9","TUMOR BENIGNO DO ESCROTO","222",""
"2229","TUMOR BENIGNO DOS ORGAOS GENITAIS MASCULINOS LNE",,"ICD9","TUMOR BENIGNO DOS ORGAOS GENITAIS MASCULINOS LNE","222",""
"2138","NEOPLASIA BENIGNA DOS OSSOS CURTOS DO MEMBRO INFERIOR",,"ICD9","NEOPLASIA BENIGNA DOS OSSOS CURTOS DO MEMBRO INFERIOR","213",""
"214","LIPOMA",,"ICD9","LIPOMA","14",""
"2140","LIPOMA DA PELE E TECIDO SUBCUTANEO DA FACE",,"ICD9","LIPOMA DA PELE E TECIDO SUBCUTANEO DA FACE","214",""
"2152","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES MEMBRO SUP., INCL.OMBRO",,"ICD9","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES MEMBRO SUP., INCL.OMBRO","215",""
"22801","HEMANGIOMA DA PELE E TECIDO CELULAR SUBCUTANEO",,"ICD9","HEMANGIOMA DA PELE E TECIDO CELULAR SUBCUTANEO","2280",""
"2281","LINFANGIOMA, DE QUALQUER LOCALIZACAO",,"ICD9","LINFANGIOMA, DE QUALQUER LOCALIZACAO","228",""
"2166","NEOPLASIA BENIGNA DA PELE DO MEMBRO SUPERIOR, INCLUSIVE DO OMBRO",,"ICD9","NEOPLASIA BENIGNA DA PELE DO MEMBRO SUPERIOR, INCLUSIVE DO OMBRO","216",""
"217","NEOPLASIA BENIGNA DA MAMA",,"ICD9","NEOPLASIA BENIGNA DA MAMA","14",""
"2181","LEIOMIOMA INTRAMURAL DO UTERO",,"ICD9","LEIOMIOMA INTRAMURAL DO UTERO","218",""
"2199","NEOPLASIA BENIGNA DO UTERO, LOCAL NAO ESPECIFICADO",,"ICD9","NEOPLASIA BENIGNA DO UTERO, LOCAL NAO ESPECIFICADO","219",""
"2212","TUMOR BENIGNO DA VULVA",,"ICD9","TUMOR BENIGNO DA VULVA","221",""
"2327","CARCINOMA IN SITU DA PELE DO MEMBRO INFERIOR E ANCA",,"ICD9","CARCINOMA IN SITU DA PELE DO MEMBRO INFERIOR E ANCA","232",""
"2330","CARCINOMA IN SITU DA MAMA",,"ICD9","CARCINOMA IN SITU DA MAMA","233",""
"2331","CARCINOMA IN SITU DO COLO UTERINO",,"ICD9","CARCINOMA IN SITU DO COLO UTERINO","233",""
"2244","TUMOR BENIGNO DA CORNEA",,"ICD9","TUMOR BENIGNO DA CORNEA","224",""
"2250","NEOPLASIA BENIGNA DO CEREBRO",,"ICD9","NEOPLASIA BENIGNA DO CEREBRO","225",""
"2251","NEOPLASIA BENIGNA DOS NERVOS CRANEANOS",,"ICD9","NEOPLASIA BENIGNA DOS NERVOS CRANEANOS","225",""
"2253","NEOPLASIA BENIGNA DA MEDULA ESPINHAL",,"ICD9","NEOPLASIA BENIGNA DA MEDULA ESPINHAL","225",""
"2259","NEOPLASIA BENIGNA DO SISTEMA NERVOSO, PARTE NAO ESPECIFICADA",,"ICD9","NEOPLASIA BENIGNA DO SISTEMA NERVOSO, PARTE NAO ESPECIFICADA","225",""
"2270","NEOPLASIA BENIGNA DE GLANDULA SUPRA-RENAL",,"ICD9","NEOPLASIA BENIGNA DE GLANDULA SUPRA-RENAL","227",""
"2273","TUMOR BENIGNO DA HIPOFISE E CONDUTO CRANIOFARINGEO",,"ICD9","TUMOR BENIGNO DA HIPOFISE E CONDUTO CRANIOFARINGEO","227",""
"2360","NEOPLASIA DE COMPORTAMENTO INCERTO DO UTERO",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO UTERO","236",""
"2364","NEOPLASIA DE COMPORTAMENTO INCERTO DO TESTICULO",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO TESTICULO","236",""
"37871","SINDROMO DE DUANE",,"ICD9","SINDROMO DE DUANE","3787",""
"37923","HEMORRAGIA DO VITREO",,"ICD9","HEMORRAGIA DO VITREO","3792",""
"37924","OPACIDADES DO HUMOR VITREO NCOP",,"ICD9","OPACIDADES DO HUMOR VITREO NCOP","3792",""
"37933","LUXACAO ANTERIOR DO CRISTALINO",,"ICD9","LUXACAO ANTERIOR DO CRISTALINO","3793",""
"37939","TRANSTORNOS DO CRISTALINO NCOP",,"ICD9","TRANSTORNOS DO CRISTALINO NCOP","3793",""
"37815","EXOTROPIA ALTERNANTE",,"ICD9","EXOTROPIA ALTERNANTE","3781",""
"37821","ESOTROPIA INTERMITENTE, MONOCULAR",,"ICD9","ESOTROPIA INTERMITENTE, MONOCULAR","3782",""
"37831","HIPERTROPIA",,"ICD9","HIPERTROPIA","3783",""
"37835","COMPONENTE ACOMODATIVO NA ESOTROPIA",,"ICD9","COMPONENTE ACOMODATIVO NA ESOTROPIA","3783",""
"3814","OTITE MEDIA NAO SUPURATIVA NAO ESPECIFICADA COMO AGUDA OU CRONICA",,"ICD9","OTITE MEDIA NAO SUPURATIVA NAO ESPECIFICADA COMO AGUDA OU CRONICA","381",""
"37990","TRANSTORNO DO OLHO SOE",,"ICD9","TRANSTORNO DO OLHO SOE","3799",""
"38332","COLESTEATOMA RECORRENTE DA CAVIDADE ORIGINADA EM MASTOIDECTOMIA",,"ICD9","COLESTEATOMA RECORRENTE DA CAVIDADE ORIGINADA EM MASTOIDECTOMIA","3833",""
"38030","TRANSTORNOS DA ORELHA SOE",,"ICD9","TRANSTORNOS DA ORELHA SOE","3803",""
"38039","TRANSTORNOS NAO INFECCIOSOS DA ORELHA NCOP",,"ICD9","TRANSTORNOS NAO INFECCIOSOS DA ORELHA NCOP","3803",""
"38050","ESTENOSE ADQUIRIDA DO CANAL AUDITIVO EXTERNO SOE",,"ICD9","ESTENOSE ADQUIRIDA DO CANAL AUDITIVO EXTERNO SOE","3805",""
"2299","TUMOR BENIGNO DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","TUMOR BENIGNO DE LOCALIZACAO NAO ESPECIFICADA","229",""
"2383","NEOPLASIA DE COMPORTAMENTO INCERTO DA MAMA",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA MAMA","238",""
"2388","NEOPLASIA DE COMPORTAMENTO INCERTO DE LOCALIZACAO NCOP",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DE LOCALIZACAO NCOP","238",""
"2351","NEOPLASIA DE COMPORTAMENTO INCERTO DO LABIO, BOCA E FARINGE",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO LABIO, BOCA E FARINGE","235",""
"2355","NEOPLASIA DE COMPORTAMENTO INCERTO DOS ORG.DIGEST. NCOP OU N/ESPECIF.",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DOS ORG.DIGEST. NCOP OU N/ESPECIF.","235",""
"23691","NEOPLASIA DE COMPORTAMENTO INCERTO DO RIM E URETER",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO RIM E URETER","2369",""
"2372","NEOPLASIA DE COMPORTAMENTO INCERTO DA GLANDULA SUPRA-RENAL",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA GLANDULA SUPRA-RENAL","237",""
"2375","NEOPLASIA COMPORTAMENTO INCERTO DO ENCEFALO E DA MEDULA ESPINHAL",,"ICD9","NEOPLASIA COMPORTAMENTO INCERTO DO ENCEFALO E DA MEDULA ESPINHAL","237",""
"238","NEOPLASIA COMPORTAMENTO INCERTO TECIDOS/LOCALIZACOES NCOP OU N/ESPECIFICADAS",,"ICD9","NEOPLASIA COMPORTAMENTO INCERTO TECIDOS/LOCALIZACOES NCOP OU N/ESPECIFICADAS","14",""
"2381","NEOPLASIA DE COMPORTAMENTO INCERTO DO TEC. CONJUNTIVO E TEC. MOLES NCOP",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO TEC. CONJUNTIVO E TEC. MOLES NCOP","238",""
"2367","NEOPLASIA DE COMPORTAMENTO INCERTO DA BEXIGA",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA BEXIGA","236",""
"2389","NEOPLASIA DE COMPORTAMENTO INCERTO DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DE LOCALIZACAO NAO ESPECIFICADA","238",""
"239","NEOPLASIAS DE NATUREZA NAO ESPECIFICADA",,"ICD9","NEOPLASIAS DE NATUREZA NAO ESPECIFICADA","14",""
"2391","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DO APARELHO RESPIRATORIO",,"ICD9","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DO APARELHO RESPIRATORIO","239",""
"2393","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DA MAMA",,"ICD9","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DA MAMA","239",""
"2410","BOCIO UNINODULAR NAO TOXICO",,"ICD9","BOCIO UNINODULAR NAO TOXICO","241",""
"2420","BOCIO DIFUSO TOXICO",,"ICD9","BOCIO DIFUSO TOXICO","242",""
