"COD_ACTO","DESIGNACAO","REQ_PROCESSO","COD_GRUPO","CONTAGEM","EST_GRUPO","CONT_TAXAS","CONT_FACT","DTA_DESACTIVO","COD_VERDIAG","DESIGNACAO_LONGA"
"3950","ANGIOPLASTIA OU ATERECTOMIA DE VASO NAO CORONARIO","",,1,,1,1,,"ICD9","ANGIOPLASTIA OU ATERECTOMIA DE VASO NAO CORONARIO"
"6021","PROSTATECTOMIA TRANSURETRAL INDUZIDA P/LASER (ECOGRAFIC.) GUIADA","",,1,,1,1,,"ICD9","PROSTATECTOMIA TRANSURETRAL INDUZIDA P/LASER (ECOGRAFIC.) GUIADA"
"6029","PROSTATECTOMIA TRANSURETRAL, NCOP","",,1,,1,1,,"ICD9","PROSTATECTOMIA TRANSURETRAL, NCOP"
"5972","INJECCAO OU IMPLANTE NA URETRA E/OU COLO VESICAL","",,1,,1,1,,"ICD9","INJECCAO OU IMPLANTE NA URETRA E/OU COLO VESICAL"
"6563","REMOCAO LAPAROSC. OVARIOS/TROMPAS FALOPIO NO MESMO ACTO CIRURGIC","",,1,,1,1,,"ICD9","REMOCAO LAPAROSC. OVARIOS/TROMPAS FALOPIO NO MESMO ACTO CIRURGIC"
"6823","ABLACAO DO ENDOMETRIO","",,1,,1,1,,"ICD9","ABLACAO DO ENDOMETRIO"
"0017","INFUSAO DE AGENTE VASOPRESSOR","",,1,,1,1,,"ICD9","INFUSAO DE AGENTE VASOPRESSOR"
"2764","INSERCAO DE IMPLANTE DO PALATO","",,1,,1,1,,"ICD9","INSERCAO DE IMPLANTE DO PALATO"
"3971","IMPLANTE ENDOVASCULAR DE ENXERTO NA AORTA ABDOMINAL","",,1,,1,1,,"ICD9","IMPLANTE ENDOVASCULAR DE ENXERTO NA AORTA ABDOMINAL"
"4495","PROCEDIMENTO RESTRITIVO GASTRICO LAPAROSCOPICO","",,1,,1,1,,"ICD9","PROCEDIMENTO RESTRITIVO GASTRICO LAPAROSCOPICO"
"4497","REMOCAO LAPAROSCOPICA DE DISPOSITIVO(S) RESTRITIVO(S) DO ESTOMAG","",,1,,1,1,,"ICD9","REMOCAO LAPAROSCOPICA DE DISPOSITIVO(S) RESTRITIVO(S) DO ESTOMAG"
"4866","RESSECCAO 'HARTMANN' DO RECTO","",,1,,1,1,,"ICD9","RESSECCAO 'HARTMANN' DO RECTO"
"8165","VERTEBROPLASTIA","",,1,,1,1,,"ICD9","VERTEBROPLASTIA"
"8166","CIFOPLASTIA","",,1,,1,1,,"ICD9","CIFOPLASTIA"
"8453","IMPLANT DISPOSITIVO INT ALONGAMENTO MEMBRO C/DISTRACCAO CINETICA","",,1,,1,1,,"ICD9","IMPLANT DISPOSITIVO INT ALONGAMENTO MEMBRO C/DISTRACCAO CINETICA"
"8460","INSERCAO DE PROTESE DE DISCO INTERVERTEBRAL, NAO ESPECIFICADO","",,1,,1,1,,"ICD9","INSERCAO DE PROTESE DE DISCO INTERVERTEBRAL, NAO ESPECIFICADO"
"8462","INSERCAO DE PROTESE TOTAL DE DISCO INTERVERTEBRAL, CERVICAL","",,1,,1,1,,"ICD9","INSERCAO DE PROTESE TOTAL DE DISCO INTERVERTEBRAL, CERVICAL"
"1390","OPERACOES NO CRISTALINO, NAO CLASSIFICAVEIS EM OUTRA PARTE","",,1,,1,1,,"ICD9","OPERACOES NO CRISTALINO, NAO CLASSIFICAVEIS EM OUTRA PARTE"
"3973","IMPLANTACAO ENDOVASCULAR DE ENXERTO NA AORTA TORACICA","",,1,,1,1,,"ICD9","IMPLANTACAO ENDOVASCULAR DE ENXERTO NA AORTA TORACICA"
"8698","INSERCAO/SUBSTIT NEUROESTIMULAD GERADOR IMPULS DUPL RECARREGAVEL","",,1,,1,1,,"ICD9","INSERCAO/SUBSTIT NEUROESTIMULAD GERADOR IMPULS DUPL RECARREGAVEL"
"9220","INFUSAO DE RADIOISOTOPO DE BRAQUITERAPIA LIQUIDA","",,1,,1,1,,"ICD9","INFUSAO DE RADIOISOTOPO DE BRAQUITERAPIA LIQUIDA"
"0071","REVISAO DE SUBSTITUICAO DA ANCA, COMPONENTE ACETABULAR","",,1,,1,1,,"ICD9","REVISAO DE SUBSTITUICAO DA ANCA, COMPONENTE ACETABULAR"
"5024","ABLACAO PERCUTANEA DE LESAO OU TECIDO DO FIGADO","",,1,,1,1,,"ICD9","ABLACAO PERCUTANEA DE LESAO OU TECIDO DO FIGADO"
"5532","ABLACAO ABERTA DE LESAO OU TECIDO RENAL","",,1,,1,1,,"ICD9","ABLACAO ABERTA DE LESAO OU TECIDO RENAL"
"6869","HISTERECTOMIA ABDOMINAL RADICAL, NCOP OU NAO ESPECIFICADA","",,1,,1,1,,"ICD9","HISTERECTOMIA ABDOMINAL RADICAL, NCOP OU NAO ESPECIFICADA"
"7055","REPARACAO DE RECTOCELE COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO DE RECTOCELE COM ENXERTO OU PROTESE"
"7064","RECONSTRUCAO VAGINAL COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","RECONSTRUCAO VAGINAL COM ENXERTO OU PROTESE"
"8859","ANGIOGRAFIA VASCULAR DE FLUORESCENCIA INTRA-OPERATORIA","",,1,,1,1,,"ICD9","ANGIOGRAFIA VASCULAR DE FLUORESCENCIA INTRA-OPERATORIA"
"1721","REPARACAO LAPAROSCÓPICA BILATERAL DE HERNIA INGUINAL DIRECTA C/ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO LAPAROSCÓPICA BILATERAL DE HERNIA INGUINAL DIRECTA C/ENXERTO OU PROTESE"
"1724","REPARACAO LAPAROSCÓPICA BILATERAL DE HERNIA INGUINAL C/ENXERTO OU PROTESE, NCOP","",,1,,1,1,,"ICD9","REPARACAO LAPAROSCÓPICA BILATERAL DE HERNIA INGUINAL C/ENXERTO OU PROTESE, NCOP"
"1733","HEMICOLECTOMIA DIREITA LAPAROSCOPICA","",,1,,1,1,,"ICD9","HEMICOLECTOMIA DIREITA LAPAROSCOPICA"
"1735","HEMICOLECTOMIA ESQUERDA LAPAROSCOPICA","",,1,,1,1,,"ICD9","HEMICOLECTOMIA ESQUERDA LAPAROSCOPICA"
"1736","SIGMOIDECTOMIA LAPAROSCOPICA","",,1,,1,1,,"ICD9","SIGMOIDECTOMIA LAPAROSCOPICA"
"1745","PROCEDIMENTO TORACOSCOPICO ASSISTIDO POR ROBÔ","",,1,,1,1,,"ICD9","PROCEDIMENTO TORACOSCOPICO ASSISTIDO POR ROBÔ"
"4581","COLECTOMIA TOTAL INTRA-ABDOMINAL LAPAROSCOPICA","",,1,,1,1,,"ICD9","COLECTOMIA TOTAL INTRA-ABDOMINAL LAPAROSCOPICA"
"4842","RESSECCAO ""PULL THROUGH"" DO RECTO, LAPAROSCOPICA","",,1,,1,1,,"ICD9","RESSECCAO ""PULL THROUGH"" DO RECTO, LAPAROSCOPICA"
"4852","RESSECCAO ABDOMINO-PERINEAL DO RECTO, ABERTA","",,1,,1,1,,"ICD9","RESSECCAO ABDOMINO-PERINEAL DO RECTO, ABERTA"
"5343","HERNIORRAFIA UMBILICAL LAPAROSCOPICA, NCOP","",,1,,1,1,,"ICD9","HERNIORRAFIA UMBILICAL LAPAROSCOPICA, NCOP"
"5362","REPARACAO LAPAROSCOPIA DE HERNIA INCISIONAL COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO LAPAROSCOPIA DE HERNIA INCISIONAL COM ENXERTO OU PROTESE"
"5371","REPARACAO LAPAROSCOPICA DE HERNIA DIAFRAGMATICA, VIA ABDOMINAL","",,1,,1,1,,"ICD9","REPARACAO LAPAROSCOPICA DE HERNIA DIAFRAGMATICA, VIA ABDOMINAL"
"8054","REPARACAO DO ANULUS FIBROSUS, SOE OU NCOP","",,1,,1,1,,"ICD9","REPARACAO DO ANULUS FIBROSUS, SOE OU NCOP"
"8572","RETALHO MIOCUTANEO TRANSVERSAL DO RECTO ABDOMINAL, PEDICULADO (TRAM)","",,1,,1,1,,"ICD9","RETALHO MIOCUTANEO TRANSVERSAL DO RECTO ABDOMINAL, PEDICULADO (TRAM)"
"8579","RECONSTRUCAO TOTAL DA MAMA, NCOP","",,1,,1,1,,"ICD9","RECONSTRUCAO TOTAL DA MAMA, NCOP"
"001","INJECCAO OU INFUSAO DE FARMACEUTICOS","",,1,,1,1,,"ICD9","INJECCAO OU INFUSAO DE FARMACEUTICOS"
"8555","ENXERTO DE GORDURA NA MAMA","",,1,,1,1,,"ICD9","ENXERTO DE GORDURA NA MAMA"
"8687","ENXERTO DE GORDURA NA PELE E TECIDO SUBCUTANEO","",,1,,1,1,,"ICD9","ENXERTO DE GORDURA NA PELE E TECIDO SUBCUTANEO"
"2699","OPERACOES NA GLANDULA OU CANAL SALIVAR NCOP","",,1,,1,1,,"ICD9","OPERACOES NA GLANDULA OU CANAL SALIVAR NCOP"
"2729","PROCEDIMENTOS DIAGNOSTICOS NA CAVIDADE ORAL, NCOP","",,1,,1,1,,"ICD9","PROCEDIMENTOS DIAGNOSTICOS NA CAVIDADE ORAL, NCOP"
"2769","RECONSTRUCOES PLASTICAS DO PALATO NCOP","",,1,,1,1,,"ICD9","RECONSTRUCOES PLASTICAS DO PALATO NCOP"
"2772","EXCISAO DA UVULA","",,1,,1,1,,"ICD9","EXCISAO DA UVULA"
"2791","FRENULECTOMIA LABIAL","",,1,,1,1,,"ICD9","FRENULECTOMIA LABIAL"
"2792","INCISAO DA BOCA ESTRUTURA NAO ESPECIFICADA","",,1,,1,1,,"ICD9","INCISAO DA BOCA ESTRUTURA NAO ESPECIFICADA"
"2811","BIOPSIA DAS AMIGDALAS E ADENOIDES","",,1,,1,1,,"ICD9","BIOPSIA DAS AMIGDALAS E ADENOIDES"
"282","AMIGDALECTOMIA (SEM ADENOIDECTOMIA)","",,1,,1,1,,"ICD9","AMIGDALECTOMIA (SEM ADENOIDECTOMIA)"
"286","ADENOIDECTOMIA SEM AMIGDALECTOMIA","",,1,,1,1,,"ICD9","ADENOIDECTOMIA SEM AMIGDALECTOMIA"
"2933","FARINGECTOMIA (PARCIAL)","",,1,,1,1,,"ICD9","FARINGECTOMIA (PARCIAL)"
"294","OPERACAO PLASTICA NA FARINGE","",,1,,1,1,,"ICD9","OPERACAO PLASTICA NA FARINGE"
"2953","ENCERRAMENTO DE OUTRA FISTULA DA FARINGE","",,1,,1,1,,"ICD9","ENCERRAMENTO DE OUTRA FISTULA DA FARINGE"
"2959","RECONSTRUCOES DA FARINGE NCOP","",,1,,1,1,,"ICD9","RECONSTRUCOES DA FARINGE NCOP"
"311","TRAQUEOSTOMIA TEMPORARIA (TRAQUEOTOMIA)","",,1,,1,1,,"ICD9","TRAQUEOSTOMIA TEMPORARIA (TRAQUEOTOMIA)"
"313","INCISAO DA LARINGE OU DA TRAQUEIA, NCOP","",,1,,1,1,,"ICD9","INCISAO DA LARINGE OU DA TRAQUEIA, NCOP"
"3143","BIOPSIA FECHADA [ENDOSCOPICA] DA LARINGE","",,1,,1,1,,"ICD9","BIOPSIA FECHADA [ENDOSCOPICA] DA LARINGE"
"3162","ENCERRAMENTO DE FISTULA DA LARINGE","",,1,,1,1,,"ICD9","ENCERRAMENTO DE FISTULA DA LARINGE"
"1419","ACTOS DE DIAGNOSTICO NA RETINA COROIDE VITREO E CAMARA POSTERIOR","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NA RETINA COROIDE VITREO E CAMARA POSTERIOR"
"1422","DESTRUICAO DE LESAO CORIORETINIANA POR CRIOTERAPIA","",,1,,1,1,,"ICD9","DESTRUICAO DE LESAO CORIORETINIANA POR CRIOTERAPIA"
"1424","DESTRUICAO DE LESAO CORIORETINIANA POR FOTOCOAGULACAO POR LASER","",,1,,1,1,,"ICD9","DESTRUICAO DE LESAO CORIORETINIANA POR FOTOCOAGULACAO POR LASER"
"1429","DESTRUICOES DE LESAO CORIORETINIANA NCOP","",,1,,1,1,,"ICD9","DESTRUICOES DE LESAO CORIORETINIANA NCOP"
"1452","REPARACAO DE DESCOLAMENTO DA RETINA COM CRIOTERAPIA","",,1,,1,1,,"ICD9","REPARACAO DE DESCOLAMENTO DA RETINA COM CRIOTERAPIA"
"1454","REPARACAO DE DESCOLAMENTO DA RETINA POR FOTOCOAGULACAO POR LASER","",,1,,1,1,,"ICD9","REPARACAO DE DESCOLAMENTO DA RETINA POR FOTOCOAGULACAO POR LASER"
"1459","REPARACOES DE DESCOLAMENTO DA RETINA NCOP","",,1,,1,1,,"ICD9","REPARACOES DE DESCOLAMENTO DA RETINA NCOP"
"146","REMOCAO DE MATERIAL CIRURGICO IMPLANTADO NO SEGMENTO POSTERIOR D","",,1,,1,1,,"ICD9","REMOCAO DE MATERIAL CIRURGICO IMPLANTADO NO SEGMENTO POSTERIOR D"
"1473","VITRECTOMIA MECANICA POR VIA ANTERIOR","",,1,,1,1,,"ICD9","VITRECTOMIA MECANICA POR VIA ANTERIOR"
"1479","OPERACOES NO VITREO NCOP","",,1,,1,1,,"ICD9","OPERACOES NO VITREO NCOP"
"149","OPERACOES NA RETINA COROIDE E CAMARA POSTERIOR DO OLHO NCOP","",,1,,1,1,,"ICD9","OPERACOES NA RETINA COROIDE E CAMARA POSTERIOR DO OLHO NCOP"
"1513","RESSECCAO DE UM MUSCULO EXTRAOCULAR","",,1,,1,1,,"ICD9","RESSECCAO DE UM MUSCULO EXTRAOCULAR"
"155","TRANSPOSICAO DE MUSCULOS EXTRAOCULARES","",,1,,1,1,,"ICD9","TRANSPOSICAO DE MUSCULOS EXTRAOCULARES"
"1623","BIOPSIA DO GLOBO OCULAR E ORBITA","",,1,,1,1,,"ICD9","BIOPSIA DO GLOBO OCULAR E ORBITA"
"1639","EVISCERACAO DE GLOBO OCULAR NCOP","",,1,,1,1,,"ICD9","EVISCERACAO DE GLOBO OCULAR NCOP"
"1641","ENUCLEACAO GLOBO C/IMPLANTACAO SIMULTANEA PROTESE CAPSULA TENON","",,1,,1,1,,"ICD9","ENUCLEACAO GLOBO C/IMPLANTACAO SIMULTANEA PROTESE CAPSULA TENON"
"0131","INCISAO NAS MENINGES CEREBRAIS","",,1,,1,1,,"ICD9","INCISAO NAS MENINGES CEREBRAIS"
"0139","INCISOES NO CEREBRO NCOP","",,1,,1,1,,"ICD9","INCISOES NO CEREBRO NCOP"
"0151","EXCISAO DE LESAO OU DE TECIDO DAS MENINGES CEREBRAIS","",,1,,1,1,,"ICD9","EXCISAO DE LESAO OU DE TECIDO DAS MENINGES CEREBRAIS"
"0159","EXCISOES OU DESTRUICOES DE LESAO OU DE TECIDO DO CEREBRO NCOP","",,1,,1,1,,"ICD9","EXCISOES OU DESTRUICOES DE LESAO OU DE TECIDO DO CEREBRO NCOP"
"020","CRANIOPLASTIA","",,1,,1,1,,"ICD9","CRANIOPLASTIA"
"0204","ENXERTO OSSEO DO CRANEO","",,1,,1,1,,"ICD9","ENXERTO OSSEO DO CRANEO"
"0206","OSTEOPLASTIAS CRANIANAS NCOP","",,1,,1,1,,"ICD9","OSTEOPLASTIAS CRANIANAS NCOP"
"021","RECONSTRUCAO DE MENINGES CEREBRAIS","",,1,,1,1,,"ICD9","RECONSTRUCAO DE MENINGES CEREBRAIS"
"0212","RECONSTRUCOES DAS MENINGES NCOP","",,1,,1,1,,"ICD9","RECONSTRUCOES DAS MENINGES NCOP"
"022","VENTRICULOSTOMIA","",,1,,1,1,,"ICD9","VENTRICULOSTOMIA"
"0232","SHUNT VENTRICULAR PARA O APARELHO CIRCULATORIO","",,1,,1,1,,"ICD9","SHUNT VENTRICULAR PARA O APARELHO CIRCULATORIO"
"0234","SHUNT VENTRICULAR PARA ORGAOS E CAVIDADES ABDOMINAIS","",,1,,1,1,,"ICD9","SHUNT VENTRICULAR PARA ORGAOS E CAVIDADES ABDOMINAIS"
"0239","OPERACOES PARA DRENAGEM VENTRICULAR NCOP","",,1,,1,1,,"ICD9","OPERACOES PARA DRENAGEM VENTRICULAR NCOP"
"0242","SUBSTITUICAO DE SHUNT VENTRICULAR","",,1,,1,1,,"ICD9","SUBSTITUICAO DE SHUNT VENTRICULAR"
"0293","IMPLANTACAO DE NEUROESTIMULADOR INTRACRANIANO","",,1,,1,1,,"ICD9","IMPLANTACAO DE NEUROESTIMULADOR INTRACRANIANO"
"0299","OPERACOES NO CRANEO CEREBRO E MENINGES CEREBRAIS NCOP","",,1,,1,1,,"ICD9","OPERACOES NO CRANEO CEREBRO E MENINGES CEREBRAIS NCOP"
"030","EXPLORACAO E DESCOMPRESSAO DE ESTRUTURAS DO CANAL RAQUIDIANO","",,1,,1,1,,"ICD9","EXPLORACAO E DESCOMPRESSAO DE ESTRUTURAS DO CANAL RAQUIDIANO"
"0309","EXPLORACOES E DESCOMPRESSOES DO CANAL RAQUIDIANO NCOP","",,1,,1,1,,"ICD9","EXPLORACOES E DESCOMPRESSOES DO CANAL RAQUIDIANO NCOP"
"0339","ACTOS DE DIAGNOSTICO NA ESPINAL MEDULA E NAS ESTRUTURAS DO CANAL","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NA ESPINAL MEDULA E NAS ESTRUTURAS DO CANAL"
"0359","CORRECCOES E OPERACOES PLASTICAS NAS ESTRUTURAS DA ESPINAL MEDUL","",,1,,1,1,,"ICD9","CORRECCOES E OPERACOES PLASTICAS NAS ESTRUTURAS DA ESPINAL MEDUL"
"0371","SHUNT MEDULAR TECO-PERITONEAL","",,1,,1,1,,"ICD9","SHUNT MEDULAR TECO-PERITONEAL"
"0390","INSERCAO CATETER NO CANAL MEDULAR P/INFUSAO SUBST.TERAP./PALIAT.","",,1,,1,1,,"ICD9","INSERCAO CATETER NO CANAL MEDULAR P/INFUSAO SUBST.TERAP./PALIAT."
"0396","DESNERVACAO PERCUTANEA DE FACETAS ARTICULARES (CANAL MEDULAR)","",,1,,1,1,,"ICD9","DESNERVACAO PERCUTANEA DE FACETAS ARTICULARES (CANAL MEDULAR)"
"0399","OPERACOES NA ESPINAL MEDULA NCOP","",,1,,1,1,,"ICD9","OPERACOES NA ESPINAL MEDULA NCOP"
"0403","SECCAO OU ESMAGAMENTO DE OUTROS NERVOS CRANIANOS OU PERIFERICOS","",,1,,1,1,,"ICD9","SECCAO OU ESMAGAMENTO DE OUTROS NERVOS CRANIANOS OU PERIFERICOS"
"0407","EXCISOES OU AVULSOES DE NERVOS CRANIANOS E PERIFERICOS NCOP","",,1,,1,1,,"ICD9","EXCISOES OU AVULSOES DE NERVOS CRANIANOS E PERIFERICOS NCOP"
"042","DESTRUICAO DE NERVOS CRANEANOS E PERIFERICOS","",,1,,1,1,,"ICD9","DESTRUICAO DE NERVOS CRANEANOS E PERIFERICOS"
"3818","ENDARTERECTOMIA DE ARTERIA DOS MEMBROS INFERIORES","",,1,,1,1,,"ICD9","ENDARTERECTOMIA DE ARTERIA DOS MEMBROS INFERIORES"
"3821","BIOPSIA DE VASO SANGUINEO","",,1,,1,1,,"ICD9","BIOPSIA DE VASO SANGUINEO"
"3829","ACTOS DE DIAGNOSTICO NOS VASOS SANGUINEOS, NCOP","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NOS VASOS SANGUINEOS, NCOP"
"3839","RESSECCAO DE VASO COM ANASTOMOSE-VEIAS DOS MEMBROS INFERIORES","",,1,,1,1,,"ICD9","RESSECCAO DE VASO COM ANASTOMOSE-VEIAS DOS MEMBROS INFERIORES"
"3840","RESSECCAO DE VASO COM SUBSTITUICAO, LOCALIZACAO NAO ESPECIFICADA","",,1,,1,1,,"ICD9","RESSECCAO DE VASO COM SUBSTITUICAO, LOCALIZACAO NAO ESPECIFICADA"
"3849","RESSECCAO DE VASO COM SUBSTITUICAO, VEIAS DOS MEMBROS INFERIORES","",,1,,1,1,,"ICD9","RESSECCAO DE VASO COM SUBSTITUICAO, VEIAS DOS MEMBROS INFERIORES"
"3850","LAQUEACAO E STRIPPING DE VEIAS VARICOSAS, LOCAL NAO ESPECIFICADO","",,1,,1,1,,"ICD9","LAQUEACAO E STRIPPING DE VEIAS VARICOSAS, LOCAL NAO ESPECIFICADO"
"3862","EXCISOES DE VASOS NCOP-OUTROS VASOS DA CABECA E PESCOCO","",,1,,1,1,,"ICD9","EXCISOES DE VASOS NCOP-OUTROS VASOS DA CABECA E PESCOCO"
"3869","EXCISOES DE VASOS NCOP-VEIAS DOS MEMBROS INFERIORES","",,1,,1,1,,"ICD9","EXCISOES DE VASOS NCOP-VEIAS DOS MEMBROS INFERIORES"
"3889","OCLUSAO CIRURGICA DE VEIAS DO MEMBRO INFERIOR","",,1,,1,1,,"ICD9","OCLUSAO CIRURGICA DE VEIAS DO MEMBRO INFERIOR"
"3926","SHUNT OU BYPASS VASCULAR INTRA-ABDOMINAL NCOP","",,1,,1,1,,"ICD9","SHUNT OU BYPASS VASCULAR INTRA-ABDOMINAL NCOP"
"3942","REVISAO DE SHUNT ARTERIOVENOSO PARA HEMODIALISE","",,1,,1,1,,"ICD9","REVISAO DE SHUNT ARTERIOVENOSO PARA HEMODIALISE"
"3949","REVISAO DE CIRURGIA VASCULAR, NCOP","",,1,,1,1,,"ICD9","REVISAO DE CIRURGIA VASCULAR, NCOP"
"3952","REPARACAO DE ANEURISMA, NCOP","",,1,,1,1,,"ICD9","REPARACAO DE ANEURISMA, NCOP"
"3992","INJECCAO DE SUBSTANCIA ESCLEROSANTE NA VEIA","",,1,,1,1,,"ICD9","INJECCAO DE SUBSTANCIA ESCLEROSANTE NA VEIA"
"3998","CONTROLO DE HEMORRAGIA NCOP","",,1,,1,1,,"ICD9","CONTROLO DE HEMORRAGIA NCOP"
"4021","EXCISAO DE GANGLIO LINFATICO CERVICAL (PROFUNDO)","",,1,,1,1,,"ICD9","EXCISAO DE GANGLIO LINFATICO CERVICAL (PROFUNDO)"
"4024","EXCISAO DE GANGLIO LINFATICO INGUINAL","",,1,,1,1,,"ICD9","EXCISAO DE GANGLIO LINFATICO INGUINAL"
"403","EXCISAO DE GANGLIOS LINFATICOS REGIONAIS","",,1,,1,1,,"ICD9","EXCISAO DE GANGLIOS LINFATICOS REGIONAIS"
"4042","DISSECCAO RADICAL DE GANGLIOS LINFATICOS DO PESCOCO, BILATERAL","",,1,,1,1,,"ICD9","DISSECCAO RADICAL DE GANGLIOS LINFATICOS DO PESCOCO, BILATERAL"
"4050","EXCISAO RADICAL DE GANGLIOS LINFATICOS, SOE","",,1,,1,1,,"ICD9","EXCISAO RADICAL DE GANGLIOS LINFATICOS, SOE"
"4052","EXCISAO RADICAL DE GANGLIOS LINFATICOS PERIAORTICOS","",,1,,1,1,,"ICD9","EXCISAO RADICAL DE GANGLIOS LINFATICOS PERIAORTICOS"
"4054","EXCISAO RADICAL DOS GANGLIOS LINFATICOS DA REGIAO INGUINAL","",,1,,1,1,,"ICD9","EXCISAO RADICAL DOS GANGLIOS LINFATICOS DA REGIAO INGUINAL"
"409","INTERVENCAO NAS ESTRUTURAS LINFATICAS","",,1,,1,1,,"ICD9","INTERVENCAO NAS ESTRUTURAS LINFATICAS"
"4231","EXCISAO LOCAL DE DIVERTICULO ESOFAGICO","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE DIVERTICULO ESOFAGICO"
"4319","GASTROSTOMIA NCOP","",,1,,1,1,,"ICD9","GASTROSTOMIA NCOP"
"437","GASTRECTOMIA PARCIAL com ANASTOMOSE AO JEJUNO (BILROTH II)","",,1,,1,1,,"ICD9","GASTRECTOMIA PARCIAL com ANASTOMOSE AO JEJUNO (BILROTH II)"
"4389","GASTRECTOMIA PARCIAL, NCOP","",,1,,1,1,,"ICD9","GASTRECTOMIA PARCIAL, NCOP"
"4391","GASTRECTOMIA TOTAL COM INTERPOSICAO INTESTINAL","",,1,,1,1,,"ICD9","GASTRECTOMIA TOTAL COM INTERPOSICAO INTESTINAL"
"4431","BYPASS GASTRICO ALTO","",,1,,1,1,,"ICD9","BYPASS GASTRICO ALTO"
"4531","EXCISAO LOCAL DE LESAO DO DUODENO, NCOP","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE LESAO DO DUODENO, NCOP"
"4562","RESSECCAO PARCIAL INTESTINO DELGADO, NCOP","",,1,,1,1,,"ICD9","RESSECCAO PARCIAL INTESTINO DELGADO, NCOP"
"1692","EXCISAO DE LESAO DA ORBITA","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DA ORBITA"
"1821","EXCISAO DE SEIO PREAURICULAR","",,1,,1,1,,"ICD9","EXCISAO DE SEIO PREAURICULAR"
"184","SUTURA DE LACERACAO DO OUVIDO EXTERNO","",,1,,1,1,,"ICD9","SUTURA DE LACERACAO DO OUVIDO EXTERNO"
"1921","REVISAO DE ESTAPEDECTOMIA COM SUBSTITUICAO DE BIGORNA","",,1,,1,1,,"ICD9","REVISAO DE ESTAPEDECTOMIA COM SUBSTITUICAO DE BIGORNA"
"194","MIRINGOPLASTIA","",,1,,1,1,,"ICD9","MIRINGOPLASTIA"
"1952","TIMPANOPLASTIA TIPO II","",,1,,1,1,,"ICD9","TIMPANOPLASTIA TIPO II"
"1954","TIMPANOPLASTIA TIPO IV","",,1,,1,1,,"ICD9","TIMPANOPLASTIA TIPO IV"
"196","REVISAO DE TIMPANOPLASTIA","",,1,,1,1,,"ICD9","REVISAO DE TIMPANOPLASTIA"
"2009","MIRINGOTOMIAS NCOP","",,1,,1,1,,"ICD9","MIRINGOTOMIAS NCOP"
"201","REMOCAO DE TUBO DE TIMPANOSTOMIA","",,1,,1,1,,"ICD9","REMOCAO DE TUBO DE TIMPANOSTOMIA"
"2049","MASTOIDECTOMIAS NCOP","",,1,,1,1,,"ICD9","MASTOIDECTOMIAS NCOP"
"2095","IMPLANTACAO DE PROTESE ELECTROMAGNETICA NO OUVIDO","",,1,,1,1,,"ICD9","IMPLANTACAO DE PROTESE ELECTROMAGNETICA NO OUVIDO"
"2105","CONTROLO DE EPISTAXIS POR LAQUEACAO (TRANSANTRAL) DA ARTERIA MAX","",,1,,1,1,,"ICD9","CONTROLO DE EPISTAXIS POR LAQUEACAO (TRANSANTRAL) DA ARTERIA MAX"
"2130","EXCISAO OU DESTRUICAO DE LESAO DO NARIZ NCOP","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO DO NARIZ NCOP"
"2131","EXCISAO OU DESTRUICAO LOCALIZADA DE LESAO INTRANASAL POLIPECTOMI","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO LOCALIZADA DE LESAO INTRANASAL POLIPECTOMI"
"216","TURBINECTOMIA","",,1,,1,1,,"ICD9","TURBINECTOMIA"
"2161","TURBINECTOMIA POR DIATERMIA OU CRIOCIRURGIA","",,1,,1,1,,"ICD9","TURBINECTOMIA POR DIATERMIA OU CRIOCIRURGIA"
"2239","ANTROTOMIA MAXILAR EXTERNA NCOP","",,1,,1,1,,"ICD9","ANTROTOMIA MAXILAR EXTERNA NCOP"
"2253","INCISAO DE MULTIPLOS SEIOS NASAIS","",,1,,1,1,,"ICD9","INCISAO DE MULTIPLOS SEIOS NASAIS"
"2271","ENCERRAMENTO DE FISTULA DOS SEIOS NASAIS","",,1,,1,1,,"ICD9","ENCERRAMENTO DE FISTULA DOS SEIOS NASAIS"
"2301","EXTRACCAO DE DENTE DE LEITE","",,1,,1,1,,"ICD9","EXTRACCAO DE DENTE DE LEITE"
"231","EXTRACCAO CIRURGICA DE DENTE","",,1,,1,1,,"ICD9","EXTRACCAO CIRURGICA DE DENTE"
"2319","EXTRACCAO CIRURGICA DE DENTE NCOP","",,1,,1,1,,"ICD9","EXTRACCAO CIRURGICA DE DENTE NCOP"
